name,tags
Friends vs Friends,"Deckbuilding,First-Person,3D,Arena Shooter,Old School,PvP,Team-Based,Strategy,Platformer,Combat,FPS,Shooter,Multiplayer,Destruction,Action,Co-op,Online Co-Op,Indie,Retro,Voxel,+"
For The King,"RPG,Online Co-Op,Open World,Strategy,Roguelike,Turn-Based,Multiplayer,Co-op,Turn-Based Combat,Adventure,Tabletop,Roguelite,Turn-Based Strategy,Party-Based RPG,Board Game,Indie,Local Co-Op,Fantasy,Hex Grid,Strategy RPG,+"
Deadside,"Survival,Open World,Multiplayer,Open World Survival Craft,Massively Multiplayer,Base Building,Action,Post-apocalyptic,Crafting,Adventure,Shooter,PvP,FPS,Realistic,Early Access,Singleplayer,First-Person,Indie,Violent,Gore,+"
Lies of P,"Souls-like,Action,Action RPG,Exploration,3D,Adventure,Dark Fantasy,Third Person,Dark,Story Rich,Atmospheric,RPG,Singleplayer,Steampunk,Multiple Endings,Choices Matter,Violent,Replay Value,Gothic,Open World,+"
Cyber Hunter,"Free to Play,Battle Royale,Massively Multiplayer,Action,FPS,Open World,Multiplayer,Survival,Co-op,Shooter,Third-Person Shooter,Controller,Anime,PvP,Third Person,Sexual Content,Cyberpunk,Character Customization,Nudity,Singleplayer,+"
BONELAB,"VR,Physics,Sandbox,Action,Shooter,FPS,First-Person,Action-Adventure,Violent,Underground,Experimental,Psychological,Combat,Puzzle,Dark,Indie,Story Rich,Female Protagonist,Singleplayer,Atmospheric,+"
Fishing Planet,"Fishing,Free to Play,Multiplayer,Simulation,Sports,Relaxing,Realistic,Massively Multiplayer,First-Person,Co-op,Open World,Singleplayer,Online Co-Op,Family Friendly,Adventure,Casual,VR,Action,MMORPG,FPS,+"
ACE COMBAT™ 7: SKIES UNKNOWN,"Flight,Jet,Military,War,Shooter,Arcade,Cinematic,PvP,3D,Simulation,First-Person,Third Person,Action,Story Rich,Multiplayer,Great Soundtrack,Silent Protagonist,Singleplayer,Sci-fi,Realistic,+"
Lords Mobile,"Free to Play,Strategy,Massively Multiplayer,Gore,Anime,War,RPG,Multiplayer,LGBTQ+,NSFW,Memes,Illuminati,RTS,Casual,Family Friendly,Mature,MMORPG,Female Protagonist,World War II,Dating Sim,+"
My Summer Car,"Automobile Sim,Simulation,Driving,Open World,Survival,Realistic,Building,First-Person,Racing,Singleplayer,Early Access,Funny,Sandbox,Difficult,Perma Death,Comedy,Indie,Adventure,Puzzle,Memes,+"
Pizza Tower,"Great Soundtrack,2D Platformer,Fast-Paced,Cartoony,Indie,Comedy,Platformer,Singleplayer,Funny,Action,Pixel Graphics,2D,Psychological Horror,Epic,Colorful,Difficult,Retro,1990's,Horror,Adventure,+"
Atlas Fallen,"Action,Adventure,Action RPG,Action-Adventure,Exploration,3D,Cinematic,Demons,Fantasy,Online Co-Op,Loot,Magic,Mystery,Supernatural,Singleplayer,Combat,Female Protagonist,Narration,Story Rich,RPG,+"
Infinite Lagrange,"Strategy,Massively Multiplayer,Simulation,Space,3D,Base Building,Multiplayer,Space Sim,MOBA,Free to Play,+"
Dwarf Fortress,"Colony Sim,Indie,Pixel Graphics,Simulation,Procedural Generation,Economy,City Builder,Fantasy,Base Building,Difficult,Survival,2D,Singleplayer,Strategy,Moddable,Medieval,Tactical RPG,RPG,Sandbox,Turn-Based Combat,+"
Homeseek,"Multiplayer,City Builder,Colony Sim,Simulation,Survival,Strategy,Base Building,Dystopian,PvP,Post-apocalyptic,Time Management,Singleplayer,3D,Story Rich,Resource Management,Management,Indie,Choices Matter,Unforgiving,Real-Time,+"
People Playground,"Sandbox,Physics,Gore,Violent,Blood,Moddable,2D,Singleplayer,Destruction,Simulation,Funny,Building,Pixel Graphics,Psychological Horror,Indie,Casual,Action,Horror,Comedy,Choose Your Own Adventure,+"
Terra Invicta,"Strategy,Simulation,Grand Strategy,Space,Sci-fi,Historical,4X,War,Tactical,Management,Sandbox,RTS,Military,Real-Time with Pause,Singleplayer,Moddable,Economy,Building,Atmospheric,Early Access,+"
Partisans 1941,"Strategy,Real Time Tactics,World War II,Stealth,Tactical,Singleplayer,Isometric,Indie,War,Historical,Tactical RPG,Assassin,Strategy RPG,Atmospheric,Difficult,Character Customization,Action,3D,Third Person,Combat,+"
Satisfactory,"Base Building,Automation,Open World,Multiplayer,Crafting,Co-op,Resource Management,Building,Sandbox,Exploration,Adventure,Early Access,Open World Survival Craft,Simulation,Survival,Strategy,First-Person,Sci-fi,Singleplayer,Indie,+"
Granny Remake,"Horror,Survival Horror,Atmospheric,Stealth,Zombies,Action,Indie,Psychological Horror,Female Protagonist,First-Person,Sandbox,Singleplayer,Survival,Thriller,Dark,Multiple Endings,Exploration,PvE,Realistic,Loot,+"
Doomsday Hunters,"Twin Stick Shooter,Difficult,Action Roguelike,Perma Death,Bullet Hell,Roguelite,Dungeon Crawler,Arcade,Roguelike,2.5D,Cyberpunk,Post-apocalyptic,Procedural Generation,Pixel Graphics,Action,Destruction,Singleplayer,Indie,Early Access,Gore,+"
Project Hospital,"Simulation,Management,Building,Medical Sim,Strategy,Economy,Indie,Sandbox,Resource Management,City Builder,Singleplayer,Realistic,Base Building,2D,Isometric,Education,Real-Time with Pause,Moddable,Replay Value,Great Soundtrack,+"
The Beast Inside,"Horror,Adventure,Action,Survival Horror,First-Person,Singleplayer,Multiplayer,Indie,Survival,Story Rich,Psychological Horror,Violent,Atmospheric,Gore,Walking Simulator,Exploration,Open World,Realistic,Great Soundtrack,Co-op,+"
Titan Quest Anniversary Edition,"RPG,Hack and Slash,Action RPG,Loot,Mythology,Multiplayer,Co-op,Singleplayer,Classic,Action,Adventure,Isometric,Fantasy,Top-Down,Open World,Atmospheric,Great Soundtrack,Story Rich,Dungeon Crawler,Level Editor,+"
Travellers Rest,"Life Sim,Pixel Graphics,Farming Sim,Management,RPG,Immersive Sim,Collectathon,Medieval,Crafting,Building,Fantasy,Isometric,Resource Management,Colorful,Singleplayer,Adventure,Indie,Inventory Management,Early Access,Simulation,+"
Brewmaster: Beer Brewing Simulator,"Simulation,Crafting,Sandbox,Relaxing,First-Person,Education,Realistic,Singleplayer,Economy,Physics,Management,Immersive Sim,Indie,Cooking,Replay Value,Cozy,Wholesome,Casual,Controller,3D,+"
"Warhammer 40,000: Boltgun","FPS,Action,Warhammer 40K,Shooter,Pixel Graphics,Retro,Old School,First-Person,Gore,Arcade,1990's,Violent,Demons,Sci-fi,Singleplayer,Fantasy,Indie,Arena Shooter,Games Workshop,+"
Cult of the Lamb,"Base Building,Action Roguelike,Character Customization,Cute,Singleplayer,Roguelite,Dungeon Crawler,Dark Humor,Colony Sim,Building,Action,2D,Adventure,Funny,Faith,Fantasy,Controller,Strategy,Colorful,Third Person,+"
Crossout,"Free to Play,Atmospheric,PvE,Shooter,Vehicular Combat,Combat Racing,Co-op,Third-Person Shooter,Sandbox,Online Co-Op,Action,Combat,Multiplayer,Crafting,Racing,Building,Post-apocalyptic,PvP,Massively Multiplayer,Adventure,+"
Starsiege: Deadzone,"Early Access,Action,FPS,Multiplayer,PvP,Looter Shooter,Battle Royale,Sci-fi,Procedural Generation,Space,Survival,Shooter,Futuristic,Tactical,Crafting,First-Person,Stealth,Dark,PvE,Inventory Management,+"
eFootball™ 2023,"Football (Soccer),Free to Play,Sports,Multiplayer,eSports,Simulation,Controller,PvP,Local Multiplayer,Co-op,Online Co-Op,Local Co-Op,Singleplayer,Realistic,Comedy,Memes,Violent,LGBTQ+,Anime,Funny,+"
Northgard,"Strategy,City Builder,Simulation,RTS,Base Building,Building,Colony Sim,4X,Tactical,Economy,Management,War,Moddable,PvP,PvE,Singleplayer,Multiplayer,Co-op,Vikings,Resource Management,+"
Oxygen Not Included,"Colony Sim,Base Building,Survival,Resource Management,Building,Singleplayer,Management,Simulation,2D,Sandbox,Strategy,Space,Indie,Sci-fi,Exploration,Difficult,Open World,Adventure,Multiplayer,Space Sim,+"
Inscryption,"Card Battler,Card Game,Story Rich,Horror,Deckbuilding,Dark,Puzzle,Roguelite,Strategy,Psychological,Roguelike,Surreal,Experimental,First-Person,Point & Click,3D,2D,FMV,Pixel Graphics,Adventure,+"
Moonlighter,"Hack and Slash,Pixel Graphics,Roguelite,Dungeon Crawler,Action Roguelike,RPG,Roguelike,Character Action Game,Action RPG,Procedural Generation,Adventure,Management,Controller,Exploration,Singleplayer,Action,Simulation,Top-Down,Fantasy,2D,+"
SCARLET NEXUS,"Action,Anime,RPG,Adventure,JRPG,Action RPG,Sci-fi,Action-Adventure,Combat,Character Action Game,Open World,Fighting,Interactive Fiction,Fantasy,Futuristic,Character Customization,Strategy RPG,Singleplayer,CRPG,Hack and Slash,+"
Subnautica,"Open World Survival Craft,Survival,Open World,Exploration,Horror,Underwater,Crafting,Base Building,Singleplayer,Adventure,First-Person,Sci-fi,Sandbox,Aliens,Atmospheric,Survival Horror,Multiplayer,Action,Indie,Early Access,+"
Counter-Strike,"Action,FPS,Multiplayer,Shooter,Classic,Team-Based,First-Person,Competitive,Tactical,1990's,eSports,PvP,Old School,Military,Strategy,Survival,Score Attack,1980s,Assassin,Nostalgia,+"
IdleOn - The Idle MMO,"Idler,Management,Pixel Graphics,MMORPG,Crafting,RPG,Clicker,Resource Management,Sandbox,Massively Multiplayer,Casual,Simulation,Indie,Free to Play,Multiplayer,Character Customization,Early Access,Old School,Anime,PvE,+"
GTFO,"Online Co-Op,Horror,Co-op,FPS,Difficult,Shooter,Multiplayer,Survival Horror,Action,Stealth,Tactical,First-Person,Team-Based,Gore,Zombies,PvE,Character Customization,Atmospheric,Violent,Replay Value,+"
WorldBox - God Simulator,"Early Access,God Game,Sandbox,Pixel Graphics,Simulation,Colony Sim,Life Sim,Destruction,Building,Artificial Intelligence,Political Sim,Fantasy,Indie,Medieval,Procedural Generation,Relaxing,Management,Politics,Mythology,Idler,+"
TOKYO GHOUL:re [CALL to EXIST],"Action,Anime,Gore,Violent,Character Customization,Singleplayer,Multiplayer,Hentai,Sexual Content,Hack and Slash,Co-op,Horror,Adventure,JRPG,+"
Gang Beasts,"Funny,Physics,Multiplayer,Colorful,Party Game,Party,Local Multiplayer,Fighting,Comedy,3D Fighter,Casual,Soundtrack,4 Player Local,Co-op,Family Friendly,Beat 'em up,Memes,Third Person,Singleplayer,Indie,+"
Hollow Knight,"Metroidvania,Souls-like,Platformer,Great Soundtrack,Difficult,2D,Indie,Atmospheric,Singleplayer,Exploration,Adventure,Story Rich,Hand-drawn,Action,Multiple Endings,Dark Fantasy,Open World,Cute,Controller,Side Scroller,+"
Rebel Inc: Escalation,"Strategy,Simulation,Casual,Political Sim,Indie,Military,Political,War,Management,Tactical,Diplomacy,Singleplayer,Realistic,Real-Time with Pause,RTS,Addictive,Replay Value,Sandbox,Great Soundtrack,Economy,+"
Wolcen: Lords of Mayhem,"Hack and Slash,Action RPG,Isometric,Multiplayer,RPG,Action,Loot,Adventure,Indie,Co-op,Character Customization,Dark Fantasy,Dungeon Crawler,Singleplayer,Controller,Fantasy,Top-Down,Medieval,Online Co-Op,Difficult,+"
The Surge 2,"Souls-like,RPG,Action,Open World,Violent,Sci-fi,Difficult,Singleplayer,Third Person,Cyberpunk,Character Customization,Multiplayer,Gore,Mechs,Hack and Slash,Action RPG,Female Protagonist,Robots,Nudity,Co-op,+"
Stormworks: Build and Rescue,"Sandbox,Open World,Building,Flight,Exploration,Sailing,Programming,Open World Survival Craft,Survival,Immersive Sim,Base Building,Character Customization,Trains,PvP,Physics,Naval,First-Person,Tutorial,Automation,Crafting,+"
Battlefleet Gothic: Armada 2,"Strategy,Space,Warhammer 40K,Real Time Tactics,RTS,Sci-fi,Singleplayer,Games Workshop,Violent,Co-op,Multiplayer,Naval,Atmospheric,War,Co-op Campaign,Tactical,Naval Combat,+"
Summoners War: Chronicles,"RPG,Free to Play,MMORPG,Adventure,Action,Action-Adventure,Strategy RPG,JRPG,3D,Cinematic,Atmospheric,PvE,Co-op,Party-Based RPG,Multiplayer,PvP,Fantasy,Online Co-Op,Strategy,Exploration,+"
My Singing Monsters,"Simulation,Creature Collector,Casual,Farming Sim,Colony Sim,Cartoony,Cute,Collectathon,Colorful,2.5D,Family Friendly,Free to Play,Building,Dragons,Dinosaurs,Relaxing,Nature,Horror,Resource Management,PvE,+"
Blackout Protocol,"Early Access,Top-Down Shooter,Action Roguelike,Online Co-Op,Zombies,Twin Stick Shooter,Roguelite,PvE,Shooter,Survival,Combat,Thriller,Supernatural,Underground,Dark,Co-op,Action,Roguelike,Atmospheric,Top-Down,+"
Sun Haven,"Farming Sim,Pixel Graphics,Multiplayer,RPG,Life Sim,Character Customization,Dating Sim,Relaxing,Agriculture,Adventure,Crafting,Simulation,Singleplayer,Magic,Fantasy,Combat,Mining,Exploration,Fishing,Cooking,+"
Arcadegeddon,"Roguelite,Action,Third-Person Shooter,Looter Shooter,Adventure,Action Roguelike,Arcade,Shooter,Colorful,Cyberpunk,Futuristic,Retro,PvP,PvE,Online Co-Op,Multiplayer,Singleplayer,Indie,Replay Value,Party Game,+"
Propnight,"Multiplayer,Horror,Action,Survival Horror,Online Co-Op,PvP,Co-op,3D,First-Person,Third Person,Stylized,Combat,Asynchronous Multiplayer,Funny,Survival,Casual,Adventure,Controller,Sexual Content,Indie,+"
Metel - Horror Escape,"Horror,Indie,Puzzle,3D,First-Person,Hidden Object,Survival Horror,Action,Investigation,Exploration,Survival,Story Rich,Time Manipulation,Old School,Dark,Realistic,Mystery,Linear,Singleplayer,Early Access,+"
Ravenfield,"FPS,War,Singleplayer,Shooter,Action,Military,First-Person,Sandbox,Early Access,Funny,Team-Based,Tactical,Strategy,Indie,Physics,Simulation,Moddable,Realistic,Atmospheric,Adventure,+"
Need for Drive - Open World Multiplayer Racing,"Racing,Sports,Driving,Automobile Sim,Management,Open World,Cute,Funny,Multiple Endings,Simulation,Third Person,Casual,Family Friendly,Realistic,Atmospheric,Comedy,Multiplayer,Old School,Massively Multiplayer,Singleplayer,+"
Ravenswatch,"Roguelite,Indie,Co-op,Action,Roguelike,Singleplayer,Action Roguelike,Difficult,Atmospheric,Online Co-Op,Early Access,Dark Fantasy,Adventure,Replay Value,Hack and Slash,Procedural Generation,Top-Down,Exploration,Dark,Fast-Paced,+"
"Papers, Please","Indie,Political,Simulation,Singleplayer,Point & Click,Pixel Graphics,Dystopian,Multiple Endings,Puzzle,Story Rich,Retro,Atmospheric,2D,Great Soundtrack,Addictive,Strategy,Replay Value,Casual,Adventure,Difficult,+"
A Dance of Fire and Ice,"Rhythm,Music,Difficult,Indie,Great Soundtrack,Singleplayer,Level Editor,2D,Action,Psychological Horror,Casual,Games Workshop,Atmospheric,Souls-like,Horror,Multiplayer,Co-op,+"
Sally Face - Episode One,"Story Rich,Psychological Horror,Dark,Indie,Horror,Adventure,Mystery,Atmospheric,Puzzle,Singleplayer,Point & Click,Narrative,Hand-drawn,Supernatural,Emotional,2D,Interactive Fiction,Demons,Dark Humor,Casual,+"
The Planet Crafter,"Early Access,Story Rich,Open World Survival Craft,Base Building,Sandbox,Open World,Crafting,Building,Atmospheric,Survival,Resource Management,First-Person,Exploration,Immersive Sim,Sci-fi,Automation,Adventure,Singleplayer,Space,Aliens,+"
Internet Cafe Simulator 2,"Simulation,Management,Exploration,3D,Memes,Sandbox,First-Person,Arcade,Life Sim,Immersive Sim,Realistic,Singleplayer,Economy,Atmospheric,Sexual Content,Hacking,Funny,Open World,Indie,Multiple Endings,+"
Divinity: Original Sin - Enhanced Edition,"RPG,Turn-Based,Co-op,Adventure,Fantasy,Party-Based RPG,Strategy,Story Rich,Turn-Based Combat,Character Customization,Open World,CRPG,Singleplayer,Local Co-Op,Isometric,Multiplayer,Indie,Turn-Based Strategy,Great Soundtrack,Split Screen,+"
Slime Rancher,"Cute,Exploration,Adventure,Singleplayer,Open World,First-Person,Colorful,Funny,Sandbox,Simulation,Casual,Management,Fantasy,Indie,Family Friendly,Great Soundtrack,Female Protagonist,Early Access,Action,FPS,+"
Frozenheim,"Strategy,Base Building,RTS,War,Medieval,Multiplayer,Grand Strategy,Real Time Tactics,Naval Combat,3D,Management,Stylized,Singleplayer,Fantasy,Vikings,Combat,Violent,Gore,Exploration,Historical,+"
Infinity Kingdom,"Strategy,4X,MOBA,Wargame,Card Battler,Tactical RPG,3D,Split Screen,Cartoony,Drama,War,Tactical,Magic,Base Building,Combat,Massively Multiplayer,Free to Play,Multiplayer,Co-op Campaign,Adventure,+"
Labyrinthine,"Early Access,Horror,Online Co-Op,Co-op,Psychological Horror,Puzzle,Supernatural,First-Person,Procedural Generation,Multiplayer,PvE,Atmospheric,Co-op Campaign,Action-Adventure,Character Customization,Controller,Realistic,Team-Based,Action,Lovecraftian,+"
Dark Deception,"Horror,Free to Play,First-Person,Multiplayer,Singleplayer,Psychological Horror,Runner,Indie,Survival Horror,Action,Dark Humor,Adventure,Survival,Story Rich,Arcade,RPG,Multiple Endings,Cinematic,Difficult,Dark,+"
Rogue Company,"Free to Play,Multiplayer,Shooter,Third-Person Shooter,Action,PvP,Third Person,Competitive,Hero Shooter,Controller,Battle Royale,Team-Based,Tactical,Online Co-Op,Co-op,FPS,Sexual Content,First-Person,Singleplayer,Open World,+"
Stick Fight: The Game,"Multiplayer,Funny,Fighting,Action,Local Multiplayer,2D Fighter,4 Player Local,PvP,2D,Casual,Physics,Online Co-Op,Shooter,Local Co-Op,Indie,Controller,Co-op,Great Soundtrack,Split Screen,Strategy,+"
Magicka 2,"Magic,Co-op,Adventure,Multiplayer,Comedy,Action,Online Co-Op,Funny,Local Co-Op,RPG,Atmospheric,Team-Based,PvP,Fantasy,Open World,Local Multiplayer,Singleplayer,Gore,Memes,Isometric,+"
OMORI,"Psychological Horror,Story Rich,Pixel Graphics,Indie,Great Soundtrack,RPG,Multiple Endings,Hand-drawn,RPGMaker,Horror,Colorful,2D,Turn-Based,Atmospheric,Party-Based RPG,Exploration,JRPG,Anime,Stylized,Fantasy,+"
PixARK,"Survival,Adventure,Open World,Massively Multiplayer,Multiplayer,Sandbox,Dinosaurs,RPG,Action,Pixel Graphics,Casual,Strategy,Building,Crafting,Voxel,Early Access,Base Building,Magic,FPS,Singleplayer,+"
VRChat,"VR,Free to Play,Multiplayer,Memes,Anime,Funny,Massively Multiplayer,First-Person,Early Access,Open World,Simulation,Casual,Adventure,MMORPG,Comedy,Sandbox,Action,Dating Sim,Survival Horror,Atmospheric,+"
Bus World,"Automobile Sim,Simulation,Indie,Racing,Adventure,Early Access,Driving,Atmospheric,Singleplayer,Realistic,Open World,Casual,Sports,Sandbox,Exploration,Moddable,Difficult,Audio Production,Education,Relaxing,+"
Pavlov VR,"VR,Shooter,Action,Multiplayer,FPS,Military,Zombies,Gore,First-Person,Singleplayer,Funny,Violent,Co-op,Competitive,Indie,Memes,Team-Based,PvP,Simulation,Early Access,+"
My Time At Portia,"RPG,Life Sim,Open World,Farming Sim,Crafting,Simulation,Casual,Adventure,Singleplayer,Agriculture,Building,Sandbox,Indie,Relaxing,Mining,Exploration,Survival,Cartoony,Post-apocalyptic,Female Protagonist,+"
Diplomacy is Not an Option,"Early Access,Strategy,Tower Defense,City Builder,Colony Sim,Sandbox,War,RTS,Base Building,Medieval,Action RTS,Procedural Generation,Military,Colorful,Stylized,Building,Survival,Physics,Combat,3D,+"
Tribes of Midgard,"Open World Survival Craft,PvE,Action RPG,Online Co-Op,Multiplayer,Vikings,Base Building,Survival,Action,Roguelite,Exploration,Colorful,Co-op,Boss Rush,Mythology,Procedural Generation,Indie,Singleplayer,Hack and Slash,Spectacle fighter,+"
The Callisto Protocol™,"Horror,Sci-fi,Survival Horror,Third-Person Shooter,Space,Shooter,Action-Adventure,Third Person,PvE,3D,Action,Story Rich,Linear,Realistic,Adventure,Robots,Cinematic,Dark,Futuristic,Shoot 'Em Up,+"
Killing Floor,"FPS,Zombies,Co-op,Survival,Horror,Action,Multiplayer,Online Co-Op,Gore,Shooter,Team-Based,First-Person,Survival Horror,Moddable,Great Soundtrack,Class-Based,Singleplayer,Difficult,Comedy,Adventure,+"
Don't Starve,"Survival,Open World Survival Craft,Crafting,Adventure,Indie,Sandbox,Singleplayer,Perma Death,Open World,Exploration,Multiplayer,Roguelike,Replay Value,Moddable,Difficult,Simulation,2D,Top-Down,Survival Horror,Horror,+"
